latency_ms
2576.0801
2533.8433
2471.6114
2501.2052
2537.6382
2501.6451
2472.1605
2408.4334
2799.6016
2675.452
2872.5874
2736.6012
2530.0876
2545.4263
2551.0531
2764.3471
2685.3716
2732.947
2737.0843
2769.308
2885.1123
2991.6016
2568.4664
2717.0881
2674.0944
2592.7348
2719.199
2557.2264
2762.4255
2854.723
2650.2067
2726.9167
2725.7862
2922.7009
2853.1996
2664.2668
2504.6453
2577.6651
2480.2518
2759.5547
2588.2069
2490.5061
2487.9472
2564.6719
2507.5299
2515.1859
2568.0344
2515.3155
2497.7085
2471.1224
2523.8645
2500.9395
2488.4658
2469.24
2485.8633
2543.0768
2545.4359
2452.1273
2494.628
2490.5012
2961.847
2866.066
2749.6865
2577.6332
2641.9815
2683.7991
2629.318
2725.4097
2536.5836
2625.3064
2562.5873
2625.8718
2587.6662
2671.8942
2554.854
2863.4384
2641.5071
2568.2277
2392.5161
2508.7592
2486.1619
2501.8514
2472.3814
2479.1902
2425.1359
2458.7399
2499.9577
2489.4871
2459.2744
2439.8496
2542.362
2460.194
2469.7854
2482.2128
2495.3201
2529.3406
2645.9155
2832.2718
2715.2077
2801.1579
2666.9369
2837.7716
2955.696
2927.0137
2690.6747
2782.2768
2717.0688
2635.4755
2494.8987
2480.1336
2484.0908
2480.4968
2465.2241
2474.3064
2425.7485
2420.3928
2439.3528
2502.4378
2444.8658
2494.3058
2499.5382
2460.6957
2438.9891
2461.4481
2460.2197
2530.7079
2506.4331
2496.1313
2516.6246
2514.4801
2628.7632
2791.7498
2762.3735
2922.285
2681.0563
2848.434
2893.0394
2691.805
2679.3238
2649.253
2698.2366
2659.7692
2694.1977
2694.3446
2648.9886
2794.4947
2899.7678
2999.2971
2824.4994
2497.2
2496.7738
2830.4497
2591.6948
2881.7471
2837.6551
3130.6889
3390.6439
3032.4926
3034.5446
3213.7164
2759.8252
3145.7729
2806.8032
2912.3624
3133.1426
3032.8739
2646.7905
2901.8747
2698.6638
2684.1904
2626.0835
2918.0722
2953.8475
2636.5097
2716.4559
2942.9503
2919.8532
2807.047
2752.861
2888.3923
2731.114
3075.9417
2959.738
2890.3307
3164.304
2843.2375
3039.3185
3078.3468
2797.4268
2761.1711
2868.1097
2839.5481
3087.9249
2520.1211
2833.2188
2709.7919
2538.1772
2481.4524
2471.9228
2454.2481
2542.7872
2714.074
2741.37
2593.1072
2538.2379
2874.8198
2790.3624
2596.9323
2475.8541
2419.856
2524.2024
2453.3557
2493.4653
2450.8353
2436.8499
2581.4249
2966.4381
2669.6072
2578.7951
2571.3143
2565.8129
2533.826
2670.337
2468.3585
2443.2735
2427.1261
2498.284
2535.7391
2441.8668
2512.6646
2676.4195
2544.6747
2602.6391
2518.3177
2526.5172
2487.5173
2484.388
2509.9762
2468.1322
2535.5301
2716.5897
3087.2934
2771.5016
2941.4893
2744.7443
2811.211
2598.7119
2655.2177
2467.0696
2431.7187
2496.661
2515.7502
2474.0041
2501.2078
2456.1857
2425.1426
2558.6328
2933.7603
2724.1755
2608.8656
2786.8225
2621.8441
2975.87
2521.1127
2510.9509
2651.4747
2945.7652
2851.2039
2518.4161
2454.0473
2476.0865
2491.2719
2468.0789
2518.2832
2541.7572
2592.9612
2871.8748
2919.8447
2603.5223
2608.6859
2570.5745
2721.1352
2986.8231
2654.9973
2532.0287
2599.0528
2518.6733
2501.0779
2476.0535
2520.3186
2451.5159
2424.9067
2474.2126
2464.5781
2463.1976
2519.224
2500.763
2513.9328
2480.0466
2590.3816
2769.0909
2935.7803
3140.3948
2863.1346
3004.5624
2991.8904
2971.409
2656.7972
2673.3864
2411.0172
2578.0674
2868.5484
2781.0856
2916.4659
2837.4238
2541.0078
2469.2841
2550.6566
2719.6593
2808.7127
2803.528
2777.607
2649.5548
2666.6589
2669.8057
2664.3015
2972.6207
2956.5003
2603.4143
2861.2326
2656.0546
2817.3401
2684.8269
2649.0816
2787.4011
2903.2564
2972.9642
2672.1872
2510.2347
2512.7349
2752.5021
2724.8077
2590.9351
2612.1043
2526.0392
2486.556
2467.0134
2728.2145
2533.2185
2490.9794
2520.1138
2630.9886
2906.9893
2953.4832
2920.8507
3307.5353
3025.1057
2793.4108
2807.9813
2737.3052
2744.1366
